Kolonne1,node,desc,type,pmax,pmin,fuelcost,inflow_fac,inflow_ref,storage_cap,storage_price,storval_filling_ref,storval_time_ref,storage_ini,pump_cap,pump_efficiency,pump_deadband,gen_lat,gen_lon,year,status,source
172,NO2_4,NO2_4 fossil_gas,fossil_gas,4.492286267,0.0,137.52,1.0,const,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,created,
174,NO2_4,NO2_4 ror,ror,368.48201145509097,0.0,0.0,0.46,inflow_NO2,0.0,17.0,ror,const,0.6,0.0,0.0,0.0,,,,created,
175,NO2_4,NO2_4 wind_on,wind_on,439.4364950522559,0.0,0.015,0.8,windon_NO2,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
176,NO2_4,NO2_4 hydro,hydro,2526.1434992865175,0.0,0.0,0.46,inflow_NO2,8079913.731219127,17.0,hydro,const,0.6,0.0,0.0,5.0,,,,updated,
177,NO2_5,NO2_5 wind_on,wind_on,232.72320336003438,0.0,0.015,0.8,windon_NO2,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
178,NO2_5,NO2_5 biomass,biomass,2.275651913,0.0,15.0,1.0,const,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,created,
180,NO2_5,NO2_5 fossil_gas,fossil_gas,2.379090636,0.0,137.52,1.0,const,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,created,
181,NO2_5,NO2_5 hydro,hydro,1337.8320049852287,0.0,0.0,0.46,inflow_NO2,4279078.837648679,17.0,hydro,const,0.6,0.0,0.0,5.0,,,,updated,
182,NO2_5,NO2_5 ror,ror,195.1460906136232,0.0,0.0,0.46,inflow_NO2,0.0,17.0,ror,const,0.6,0.0,0.0,0.0,,,,created,
183,NO3_1,NO3_1 wind_on,wind_on,764.6072055142974,0.0,0.015,1.0,windon_NO3,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
184,NO3_1,NO3_1 biomass,biomass,16.93313544,0.0,15.0,1.0,const,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,created,
185,NO3_1,NO3_1 hydro,hydro,871.945949080681,0.0,0.0,0.46,inflow_NO3,2360648.8036837624,9.5,hydro,const,0.6,0.0,0.0,5.0,,,,updated,
186,NO3_1,NO3_1 ror,ror,375.6228959571889,0.0,0.0,0.46,inflow_NO3,0.0,9.5,ror,const,0.6,0.0,0.0,0.0,,,,created,
187,NO3_1,NO3_1 solar,solar,1566.771861350393,0.0,0.01,0.8,solar_NO3,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
188,NO3_2,NO3_2 biomass,biomass,12.7552679,0.0,15.0,1.0,const,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,created,
189,NO3_2,NO3_2 wind_on,wind_on,575.9577003782098,0.0,0.015,1.0,windon_NO3,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
190,NO3_2,NO3_2 ror,ror,282.9464564307108,0.0,0.0,0.46,inflow_NO3,0.0,9.5,ror,const,0.6,0.0,0.0,0.0,,,,created,
191,NO3_2,NO3_2 hydro,hydro,656.8130407373671,0.0,0.0,0.46,inflow_NO3,1778212.1942211569,9.5,hydro,const,0.6,0.0,0.0,5.0,,,,updated,
192,NO3_3,NO3_3 hydro,hydro,983.2458343151002,0.0,0.0,0.46,inflow_NO3,2661974.7530184034,9.5,hydro,const,0.6,0.0,0.0,5.0,,,,updated,
193,NO3_3,NO3_3 solar,solar,1260.6448338072912,0.0,0.01,0.8,solar_NO3,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
194,NO3_3,NO3_3 ror,ror,423.5694289367375,0.0,0.0,0.46,inflow_NO3,0.0,9.5,ror,const,0.6,0.0,0.0,0.0,,,,created,
195,NO3_3,NO3_3 biomass,biomass,19.0945722,0.0,15.0,1.0,const,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,created,
196,NO3_3,NO3_3 wind_on,wind_on,862.2057945053081,0.0,0.015,1.0,windon_NO3,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
197,NO3_4,NO3_4 biomass,biomass,17.40413445,0.0,15.0,1.0,const,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,created,
198,NO3_4,NO3_4 ror,ror,386.0709321075765,0.0,0.0,0.46,inflow_NO3,0.0,9.5,ror,const,0.6,0.0,0.0,0.0,,,,created,
199,NO3_4,NO3_4 hydro,hydro,896.1993237093571,0.0,0.0,0.46,inflow_NO3,2426310.7867115582,9.5,hydro,const,0.6,0.0,0.0,5.0,,,,updated,
200,NO3_4,NO3_4 solar,solar,1178.256547717317,0.0,0.01,0.8,solar_NO3,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
201,NO3_4,NO3_4 wind_on,wind_on,785.8749286586371,0.0,0.015,1.0,windon_NO3,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
202,NO3_5,NO3_5 biomass,biomass,6.812890004,0.0,15.0,1.0,const,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,created,
203,NO3_5,NO3_5 ror,ror,151.1283886065857,0.0,0.0,0.46,inflow_NO3,0.0,9.5,ror,const,0.6,0.0,0.0,0.0,,,,created,
204,NO3_5,NO3_5 hydro,hydro,350.8193661062924,0.0,0.0,0.46,inflow_NO3,949785.1532945741,9.5,hydro,const,0.6,0.0,0.0,5.0,,,,updated,
205,NO3_5,NO3_5 solar,solar,1745.9009645692508,0.0,0.01,0.8,solar_NO3,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
206,NO3_5,NO3_5 wind_on,wind_on,307.63261809239884,0.0,0.015,1.0,windon_NO3,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
207,NO4_1,NO4_1 fossil_gas,fossil_gas,92.97081594,0.0,137.52,1.0,const,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
208,NO4_1,NO4_1 biomass,biomass,27.96387823,0.0,15.0,1.0,const,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,created,
209,NO4_1,NO4_1 wind_on,wind_on,655.0171482373983,0.0,0.015,0.8,windon_NO4,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
210,NO4_1,NO4_1 ror,ror,335.3535164218952,0.0,0.0,0.46,inflow_NO4,0.0,14.0,ror,const,0.6,0.0,0.0,0.0,,,,created,
211,NO4_1,NO4_1 hydro,hydro,2282.4476171316346,0.0,0.0,0.46,inflow_NO4,9355318.492766874,14.0,hydro,const,0.6,0.0,0.0,5.0,,,,updated,
212,NO4_2,NO4_2 hydro,hydro,1034.3477138823941,0.0,0.0,0.46,inflow_NO4,4239594.46895354,14.0,hydro,const,0.6,0.0,0.0,5.0,,,,updated,
213,NO4_2,NO4_2 wind_on,wind_on,296.83725692235816,0.0,0.015,0.8,windon_NO4,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
214,NO4_2,NO4_2 ror,ror,151.9737584638951,0.0,0.0,0.46,inflow_NO4,0.0,14.0,ror,const,0.6,0.0,0.0,0.0,,,,created,
215,NO4_2,NO4_2 biomass,biomass,12.67252457,0.0,15.0,1.0,const,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,created,
216,NO4_2,NO4_2 fossil_gas,fossil_gas,42.13202975,0.0,137.52,1.0,const,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,created,
217,NO4_3,NO4_3 hydro,hydro,2968.043455316371,0.0,0.0,0.46,inflow_NO4,12165445.380944766,14.0,hydro,const,0.6,0.0,0.0,5.0,,,,updated,
218,NO4_3,NO4_3 wind_on,wind_on,851.7695413933886,0.0,0.015,0.8,windon_NO4,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
219,NO4_3,NO4_3 fossil_gas,fossil_gas,120.8971543,0.0,137.52,1.0,const,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,created,
220,NO4_3,NO4_3 biomass,biomass,36.3635972,0.0,15.0,1.0,const,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,created,
221,NO4_3,NO4_3 ror,ror,436.08615689045195,0.0,0.0,0.46,inflow_NO4,0.0,14.0,ror,const,0.6,0.0,0.0,0.0,,,,created,
222,NO5_1,NO5_1 ror,ror,546.7785013365028,0.0,0.0,0.46,inflow_NO5,0.0,17.0,ror,const,0.6,0.0,0.0,0.0,,,,created,
223,NO5_1,NO5_1 fossil_gas,fossil_gas,114.9378084,0.0,137.52,1.0,const,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,created,
224,NO5_1,NO5_1 hydro,hydro,4650.682163127692,0.0,0.0,0.46,inflow_NO5,9760798.908953067,17.0,hydro,const,0.6,0.0,0.0,5.0,,,,updated,
225,NO5_1,NO5_1 solar,solar,1339.272658433755,0.0,0.01,0.8,solar_NO5,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
226,NO5_1,NO5_1 wind_on,wind_on,65.56210382291223,0.0,0.015,0.8,windon_NO5,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
227,NO5_1,NO5_1 biomass,biomass,19.15630139,0.0,15.0,1.0,const,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,created,
228,NO5_2,NO5_2 ror,ror,366.59781723304286,0.0,0.0,0.46,inflow_NO5,0.0,17.0,ror,const,0.6,0.0,0.0,0.0,,,,created,
229,NO5_2,NO5_2 biomass,biomass,12.84369861,0.0,15.0,1.0,const,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,created,
230,NO5_2,NO5_2 wind_on,wind_on,153.401932897099,0.0,0.015,0.8,windon_NO5,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
231,NO5_2,NO5_2 solar,solar,1177.921906023183,0.0,0.01,0.8,solar_NO5,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
232,NO5_2,NO5_2 hydro,hydro,3118.136367126953,0.0,0.0,0.46,inflow_NO5,6544309.196826937,17.0,hydro,const,0.6,0.0,0.0,5.0,,,,updated,
233,NO5_2,NO5_2 fossil_gas,fossil_gas,77.06219164,0.0,137.52,1.0,const,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
234,SE1_1,SE1_1 fossil_other,fossil_other,101.022412,0.0,110.19,1.0,const,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,created,
235,SE1_1,SE1_1 solar,solar,11.88498965,0.0,0.01,0.8,solar_SE1,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,created,
236,SE1_1,SE1_1 ror,ror,1119.672294283692,0.0,0.0,0.46,inflow_NO1,2121805.25526924,10.0,ror,const,0.6,0.0,0.0,0.0,,,,created,
237,SE1_1,SE1_1 wind_on,wind_on,1273.391748,0.0,0.015,0.8,windon_SE1,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
238,SE1_1,SE1_1 hydro,hydro,1082.4465022179731,0.0,1.0,0.46,inflow_NO1,4189973.176692321,10.0,hydro,const,0.6,0.0,0.0,5.0,,,,updated,
239,SE1_3,SE1_3 solar,solar,16.11501035,0.0,0.01,0.8,solar_SE1,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
240,SE1_3,SE1_3 fossil_other,fossil_other,136.977588,0.0,110.19,1.0,const,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,created,
241,SE1_3,SE1_3 wind_on,wind_on,1726.608252,0.0,0.015,0.8,windon_SE1,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
242,SE1_3,SE1_3 hydro,hydro,1467.703136888774,0.0,1.0,0.46,inflow_NO1,5681238.528390125,10.0,hydro,const,0.6,0.0,0.0,0.0,,,,created,
243,SE1_3,SE1_3 ror,ror,1518.1780666095608,0.0,0.0,0.46,inflow_NO1,2876983.0396483126,10.0,ror,const,0.6,0.0,0.0,0.0,,,,created,
244,SE2_2,SE2_2 wind_on,wind_on,1868.726803,0.0,0.015,1.0,windon_SE2,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
245,SE2_2,SE2_2 solar,solar,45.73902624,0.0,0.01,0.8,solar_SE2,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
246,SE2_2,SE2_2 ror,ror,2057.0177446699745,0.0,0.0,0.46,inflow_NO1,2050040.636655847,10.0,ror,const,0.6,0.0,0.0,0.0,,,,created,
247,SE2_2,SE2_2 hydro,hydro,228.29024920311065,0.0,1.0,0.46,inflow_NO1,2299275.15195676,10.0,hydro,const,0.6,0.0,0.0,0.0,,,,created,
248,SE2_2,SE2_2 fossil_other,fossil_other,218.2874486,0.0,110.19,1.0,const,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,created,
249,SE2_3,SE2_3 fossil_other,fossil_other,227.8829869,0.0,110.19,1.0,const,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,created,
250,SE2_3,SE2_3 ror,ror,2147.440683126535,0.0,0.0,0.46,inflow_NO1,2140156.873250401,10.0,ror,const,0.6,0.0,0.0,0.0,,,,created,
251,SE2_3,SE2_3 wind_on,wind_on,1950.872797,0.0,0.015,1.0,windon_SE2,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
252,SE2_3,SE2_3 solar,solar,47.74963464,0.0,0.01,0.8,solar_SE2,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
253,SE2_3,SE2_3 hydro,hydro,238.32549333086843,0.0,1.0,0.46,inflow_NO1,2400347.306596545,10.0,hydro,const,0.6,0.0,0.0,0.0,,,,created,
254,SE2_4,SE2_4 hydro,hydro,48.87571409373263,0.0,1.0,0.46,inflow_NO1,492262.4393139945,10.0,hydro,const,0.6,0.0,0.0,0.0,,,,created,
255,SE2_4,SE2_4 ror,ror,440.39643175348994,0.0,0.0,0.46,inflow_NO1,438902.6704973548,10.0,ror,const,0.6,0.0,0.0,0.0,,,,created,
256,SE2_4,SE2_4 solar,solar,9.792479429,0.0,0.01,0.8,solar_SE2,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
257,SE2_4,SE2_4 wind_on,wind_on,400.0843542,0.0,0.015,1.0,windon_SE2,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
258,SE2_4,SE2_4 fossil_other,fossil_other,46.73416829,0.0,110.19,1.0,const,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,created,
259,SE2_5,SE2_5 hydro,hydro,105.53492466892976,0.0,1.0,0.46,inflow_NO1,1062918.0650262302,10.0,hydro,const,0.6,0.0,0.0,5.0,,,,updated,
260,SE2_5,SE2_5 wind_on,wind_on,863.882461,0.0,0.015,1.0,windon_SE2,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
261,SE2_5,SE2_5 fossil_other,fossil_other,100.9107902,0.0,110.19,1.0,const,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,created,
262,SE2_5,SE2_5 ror,ror,950.9263464924334,0.0,0.0,0.46,inflow_NO1,947700.941289902,10.0,ror,const,0.6,0.0,0.0,0.0,,,,created,
263,SE2_5,SE2_5 solar,solar,21.14441902,0.0,0.01,0.8,solar_SE2,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
264,SE2_6,SE2_6 ror,ror,1214.3634741284668,0.0,0.0,0.46,inflow_NO1,1210244.52814031,10.0,ror,const,0.6,0.0,0.0,0.0,,,,created,
265,SE2_6,SE2_6 solar,solar,27.00210193,0.0,0.01,0.8,solar_SE2,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,created,
266,SE2_6,SE2_6 hydro,hydro,134.77148697711294,0.0,1.0,0.46,inflow_NO1,1357380.4940848588,10.0,hydro,const,0.6,0.0,0.0,0.0,,,,created,
267,SE2_6,SE2_6 wind_on,wind_on,1103.205638,0.0,0.015,1.0,windon_SE2,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
268,SE2_6,SE2_6 fossil_other,fossil_other,128.8663188,0.0,110.19,1.0,const,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,created,
269,SE2_7,SE2_7 wind_on,wind_on,636.2279473,0.0,0.015,1.0,windon_SE2,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
270,SE2_7,SE2_7 hydro,hydro,77.72384729791372,0.0,1.0,0.46,inflow_NO1,782812.7195871511,10.0,hydro,const,0.6,0.0,0.0,0.0,,,,created,
271,SE2_7,SE2_7 ror,ror,700.3336042574308,0.0,0.0,0.46,inflow_NO1,697958.1736006463,10.0,ror,const,0.6,0.0,0.0,0.0,,,,created,
272,SE2_7,SE2_7 solar,solar,15.57233874,0.0,0.01,0.8,solar_SE2,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
273,SE2_7,SE2_7 fossil_other,fossil_other,74.31828726,0.0,110.19,1.0,const,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,created,
274,SE3_1,SE3_1 wind_on,wind_on,338.6495493,0.0,0.015,0.8,windon_SE3,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
275,SE3_1,SE3_1 solar,solar,222.1827731,0.0,0.01,0.8,solar_SE3,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
276,SE3_1,SE3_1 hydro,hydro,108.193963982082,0.0,1.0,0.46,inflow_NO1,145077.41321100146,15.0,hydro,const,0.6,0.0,0.0,5.0,,,,updated,
277,SE3_1,SE3_1 fossil_other,fossil_other,393.7686243,0.0,110.19,1.0,const,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,created,
278,SE3_1,SE3_1 ror,ror,69.36454246668642,0.0,0.0,0.46,inflow_NO1,66525.22783592928,15.0,ror,const,0.6,0.0,0.0,0.0,,,,created,
279,SE3_10,SE3_10 solar,solar,43.85637345,0.0,0.01,0.8,solar_SE3,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
280,SE3_10,SE3_10 wind_off,wind_off,48.0,0.0,0.015,0.8,windoff_DE_Baltic2,0.0,1.0,const,const,0.6,0.0,0.0,0.0,56.98,17.02,,updated,
281,SE3_10,SE3_10 fossil_other,fossil_other,77.7254852,0.0,110.19,1.0,const,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,created,
282,SE3_10,SE3_10 hydro,hydro,21.356268190712296,0.0,1.0,0.46,inflow_NO1,28636.645062007763,15.0,hydro,const,0.6,0.0,0.0,0.0,,,,created,
283,SE3_10,SE3_10 ror,ror,13.691778331582103,0.0,0.0,0.46,inflow_NO1,13131.329648006147,15.0,ror,const,0.6,0.0,0.0,0.0,,,,created,
284,SE3_10,SE3_10 wind_on,wind_on,66.84560146,0.0,0.015,0.8,windon_SE3,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
285,SE3_2,SE3_2 ror,ror,26.250355060221473,0.0,0.0,0.46,inflow_NO1,25175.843287203857,15.0,ror,const,0.6,0.0,0.0,0.0,,,,created,
286,SE3_2,SE3_2 hydro,hydro,40.944982378659645,0.0,1.0,0.46,inflow_NO1,54903.17489699476,15.0,hydro,const,0.6,0.0,0.0,5.0,,,,updated,
287,SE3_2,SE3_2 solar,solar,84.0829691,0.0,0.01,0.8,solar_SE3,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
288,SE3_2,SE3_2 wind_on,wind_on,128.158719,0.0,0.015,0.8,windon_SE3,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
289,SE3_2,SE3_2 fossil_other,fossil_other,149.0180117,0.0,110.19,1.0,const,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,created,
290,SE3_3,SE3_3 nuclear,nuclear,5441.063506,1088.212701,9.37,1.0,const,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
291,SE3_3,SE3_3 solar,solar,1062.12666,0.0,0.01,0.8,solar_SE3,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
292,SE3_3,SE3_3 wind_on,wind_on,1618.886602,0.0,0.015,0.8,windon_SE3,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
293,SE3_3,SE3_3 fossil_other,fossil_other,1882.378854,0.0,110.19,1.0,const,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,created,
294,SE3_3,SE3_3 hydro,hydro,517.2124372248225,0.0,1.0,0.46,inflow_NO1,693530.7636238524,15.0,hydro,const,0.6,0.0,0.0,0.0,,,,created,
295,SE3_3,SE3_3 ror,ror,331.59154862455654,0.0,0.0,0.46,inflow_NO1,318018.4361791415,15.0,ror,const,0.6,0.0,0.0,0.0,,,,created,
296,SE3_4,SE3_4 ror,ror,14.942924474286343,0.0,0.0,0.46,inflow_NO1,14331.262345015502,15.0,ror,const,0.6,0.0,0.0,0.0,,,,created,
297,SE3_4,SE3_4 wind_on,wind_on,72.95391073,0.0,0.015,0.8,windon_SE3,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,created,
298,SE3_4,SE3_4 solar,solar,47.86394143,0.0,0.01,0.8,solar_SE3,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
299,SE3_4,SE3_4 hydro,hydro,23.307790624250956,0.0,1.0,0.46,inflow_NO1,31253.44377952411,15.0,hydro,const,0.6,0.0,0.0,5.0,,,,updated,
300,SE3_4,SE3_4 fossil_other,fossil_other,84.82799144,0.0,110.19,1.0,const,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,created,
301,SE3_5,SE3_5 ror,ror,26.881642850181866,0.0,0.0,0.46,inflow_NO1,25781.29043222197,15.0,ror,const,0.6,0.0,0.0,0.0,,,,created,
302,SE3_5,SE3_5 fossil_other,fossil_other,152.6017061,0.0,110.19,1.0,const,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,created,
303,SE3_5,SE3_5 solar,solar,86.105058,0.0,0.01,0.8,solar_SE3,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
304,SE3_5,SE3_5 hydro,hydro,41.929657354702606,0.0,1.0,0.46,inflow_NO1,56223.52670893602,15.0,hydro,const,0.6,0.0,0.0,5.0,,,,updated,
305,SE3_5,SE3_5 wind_on,wind_on,131.2407739,0.0,0.015,0.8,windon_SE3,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
306,SE3_6,SE3_6 solar,solar,649.4153531,0.0,0.01,0.8,solar_SE3,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
307,SE3_6,SE3_6 nuclear,nuclear,2335.936494,467.1872988,9.37,1.0,const,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
308,SE3_6,SE3_6 fossil_other,fossil_other,1150.941572,0.0,110.19,1.0,const,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,created,
309,SE3_6,SE3_6 hydro,hydro,316.2388349494018,0.0,1.0,0.46,inflow_NO1,424045.0247382305,15.0,hydro,const,0.6,0.0,0.0,0.0,,,,created,
310,SE3_6,SE3_6 ror,ror,202.74478626475664,0.0,0.0,0.46,inflow_NO1,194445.7877165201,15.0,ror,const,0.6,0.0,0.0,0.0,,,,created,
311,SE3_6,SE3_6 wind_on,wind_on,989.8346914,0.0,0.015,0.8,windon_SE3,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
312,SE3_7,SE3_7 fossil_other,fossil_other,397.8573084,0.0,110.19,1.0,const,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,created,
313,SE3_7,SE3_7 hydro,hydro,109.31739258546143,0.0,1.0,0.46,inflow_NO1,146583.81993906805,15.0,hydro,const,0.6,0.0,0.0,0.0,,,,created,
314,SE3_7,SE3_7 ror,ror,70.0847869968651,0.0,0.0,0.46,inflow_NO1,67215.99043927752,15.0,ror,const,0.6,0.0,0.0,0.0,,,,created,
315,SE3_7,SE3_7 solar,solar,224.4898009,0.0,0.01,0.8,solar_SE3,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
316,SE3_7,SE3_7 wind_on,wind_on,342.1659062,0.0,0.015,0.8,windon_SE3,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
317,SE3_8,SE3_8 wind_on,wind_on,154.1898615,0.0,0.015,0.8,windon_SE3,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
318,SE3_8,SE3_8 solar,solar,101.1616023,0.0,0.01,0.8,solar_SE3,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
319,SE3_8,SE3_8 ror,ror,31.582233662229807,0.0,0.0,0.46,inflow_NO1,30289.470892780308,15.0,ror,const,0.6,0.0,0.0,0.0,,,,created,
320,SE3_8,SE3_8 hydro,hydro,49.26158134178573,0.0,1.0,0.46,inflow_NO1,66054.91220573416,15.0,hydro,const,0.6,0.0,0.0,0.0,,,,created,
321,SE3_8,SE3_8 fossil_other,fossil_other,179.2860194,0.0,110.19,1.0,const,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,created,
322,SE3_9,SE3_9 ror,ror,25.823427160573825,0.0,0.0,0.46,inflow_NO1,24766.39092946573,15.0,ror,const,0.6,0.0,0.0,0.0,,,,created,
323,SE3_9,SE3_9 wind_on,wind_on,126.0743841,0.0,0.015,0.8,windon_SE3,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
324,SE3_9,SE3_9 solar,solar,82.71546891,0.0,0.01,0.8,solar_SE3,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
325,SE3_9,SE3_9 hydro,hydro,40.27906547618105,0.0,1.0,0.46,inflow_NO1,54010.246129088344,15.0,hydro,const,0.6,0.0,0.0,5.0,,,,updated,
326,SE3_9,SE3_9 fossil_other,fossil_other,146.5944274,0.0,110.19,1.0,const,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,created,
327,SE4_1,SE4_1 hydro,hydro,252.96144086766083,0.0,1.0,0.46,inflow_NO1,103441.48139285714,15.0,hydro,const,0.6,0.0,0.0,5.0,,,,updated,
328,SE4_1,SE4_1 solar,solar,552.0013598,0.0,0.01,0.8,solar_SE4,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
329,SE4_1,SE4_1 wind_on,wind_on,1143.028369,0.0,0.015,0.8,windon_SE4,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
330,SE4_1,SE4_1 fossil_other,fossil_other,977.9921877,0.0,110.19,1.0,const,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,created,
331,SE4_2,SE4_2 hydro,hydro,285.03855913233923,0.0,1.0,0.46,inflow_NO1,116558.51860714285,15.0,hydro,const,0.6,0.0,0.0,5.0,,,,updated,
332,SE4_2,SE4_2 wind_on,wind_on,1287.971631,0.0,0.015,0.8,windon_SE4,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
333,SE4_2,SE4_2 wind_off,wind_off,110.0,0.0,0.015,0.8,windoff_DE_Baltic2,0.0,1.0,const,const,0.6,0.0,0.0,0.0,55.516667,12.783333,,updated,
334,SE4_2,SE4_2 solar,solar,621.9986402,0.0,0.01,0.8,solar_SE4,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,updated,
335,SE4_2,SE4_2 fossil_other,fossil_other,1102.007812,0.0,110.19,1.0,const,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,created,
336,GB,,wind_on,15370.0,0.0,0.015,0.75,windon_UK,0.0,,,,,,,,,,,,Wind energy
337,GB,,wind_off,14733.0,0.0,0.015,0.5,windoff_GB_Doggerbank,0.0,,,,,,,,,,,,Wind energy
338,GB,,solar,15919.0,0.0,0.01,0.8,solar_UK,0.0,,,,,,,,,,,,Wind energy
339,GB,,hydro,2191.0,0.0,1.0,0.46,inflow_NO1,0.0,25.0,hydro,const,0.6,,,,,,,,Hydropower
